60,s,29832270.0
60,s,29639730.0
60,s,29093190.0
60,s,29788110.0
60,s,29815560.0
60,s,29977470.0
60,s,29530380.0
60,s,29891100.0
60,s,29504490.0
60,s,29649870.0
60,s,30193650.0
60,s,29879640.0
60,s,29850390.0
60,s,29474640.0
60,s,29553870.0
60,s,30057960.0
60,s,29253420.0
60,s,30367020.0
60,s,29799900.0
60,s,29870040.0
60,s,29718150.0
60,s,30135270.0
60,s,29930850.0
60,s,29277120.0
60,s,29753040.0
60,s,30218670.0
60,s,30613710.0
60,s,29849490.0
60,s,30237150.0
60,s,29733120.0
60,s,30078060.0
60,s,29737890.0
60,s,29714910.0
60,s,30246060.0
60,s,29413200.0
60,s,29427570.0
60,s,29588340.0
60,s,29737590.0
60,s,29528730.0
60,s,29713710.0
60,s,29594520.0
60,s,29666160.0
60,s,29602110.0
60,s,29183430.0
60,s,29730720.0
60,s,30041460.0
60,s,29300550.0
60,s,29137680.0
60,s,29820270.0
60,s,29129670.0
60,s,30624270.0
60,s,29218860.0
60,s,30002040.0
60,s,29393640.0
60,s,29714490.0
60,s,29750550.0
60,s,29482470.0
60,s,30527910.0
60,s,29709120.0
60,s,30421110.0
60,s,29154660.0
60,s,29217360.0
60,s,29388180.0
60,s,29625630.0
60,s,29220570.0
60,s,29139690.0
60,s,30065940.0
60,s,29127270.0
60,s,29058660.0
60,s,29353470.0
60,s,29987820.0
60,s,29243520.0
60,s,29549610.0
60,s,29210310.0
60,s,29551350.0
60,s,29664690.0
60,s,29661240.0
60,s,30378090.0
60,s,29693850.0
60,s,29439330.0
60,s,29520270.0
60,s,30005820.0
60,s,29887380.0
60,s,29899950.0
60,s,29375940.0
60,s,30306360.0
60,s,30307920.0
60,s,30572730.0
60,s,29386530.0
60,s,30126180.0
60,s,29321700.0
60,s,29315430.0
60,s,29770500.0
60,s,29479320.0
60,s,29472240.0
60,s,29641260.0
60,s,30113760.0
60,s,29166420.0
60,s,29739390.0
60,s,30034560.0
60,s,30091950.0
60,s,30583590.0
60,s,29744070.0
60,s,29966910.0
60,s,29302230.0
60,s,29477010.0
60,s,29614830.0
60,s,29597250.0
60,s,29916750.0
60,s,29553810.0
60,s,29855880.0
60,s,29289150.0
60,s,29947080.0
60,s,29873880.0
60,s,30054060.0
60,s,29502930.0
60,s,29864520.0
60,s,29557800.0
60,s,29948370.0
60,s,29560320.0
60,s,29937810.0
60,s,29562360.0
60,s,29670900.0
60,s,29781480.0
60,s,29609850.0
60,s,29535090.0
60,s,29472450.0
60,s,29977980.0
60,s,29855370.0
60,s,29179200.0
60,s,30633120.0
60,s,29882910.0
60,s,29430600.0
60,s,30250890.0
60,s,29743560.0
60,s,29631720.0
60,s,29222670.0
60,s,29974170.0
60,s,29968950.0
60,s,30087450.0
60,s,29438340.0
60,s,29554860.0
60,s,29446560.0
60,s,29852520.0
60,s,29375580.0
60,s,29996490.0
60,s,29298030.0
60,s,29419770.0
60,s,29762190.0
60,s,29639220.0
60,s,29700990.0
60,s,29778240.0
60,s,29538600.0
60,s,29441220.0
60,s,29833590.0
60,s,30351510.0
60,s,29849670.0
60,s,30082230.0
60,s,29306640.0
60,s,29575800.0
60,s,29745570.0
60,s,29643420.0
60,s,29367300.0
60,s,29950740.0
60,s,29756280.0
60,s,28976520.0
60,s,29631000.0
60,s,29802180.0
